order_id,customer_id,employee_id,order_date,ship_date,order_status,payment_method,order_total
O10804,C0014,E104,2025-09-15,2025-09-19,Delivered,Bank Transfer,13385.93
O10805,C0094,E101,2025-06-13,2025-06-18,Delivered,UPI,147.75
O10806,C0018,E106,2025-08-03,2025-08-04,Cancelled,Credit Terms,0.0
O10807,C0111,E102,2024-10-21,2024-10-24,Returned,Cash,13.04
O10808,C0115,E100,2025-05-01,2025-05-04,Delivered,Cash,645.16
O10809,C0062,E101,2024-09-19,2024-09-23,Delivered,UPI,86.73
O10810,C0111,,2025-01-22,2025-01-24,Delivered,UPI,83.28
O10811,C0029,E101,2024-12-15,2024-12-16,Delivered,UPI,5330.88
O10812,C0108,E102,2024-05-15,2024-05-16,Delivered,UPI,1420.13
O10813,C0123,E101,2024-10-10,2024-10-11,Cancelled,UPI,0.0
O10814,C0128,E101,2025-11-30,2025-12-01,Cancelled,UPI,0.0
O10815,C0058,E106,2024-06-28,2024-06-29,Delivered,Cheque,1221.72
O10816,C0048,E108,2024-04-18,2024-04-20,Delivered,Cash,155.7
O10817,C0083,E104,2024-10-31,2024-11-01,Returned,Cash,109.02
O10818,C0026,E107,2025-08-02,2025-08-03,Delivered,Bank Transfer,12857.84
O10819,C0049,E104,2025-03-11,2025-03-14,Cancelled,UPI,0.0
O10820,C0119,E108,2025-05-17,2025-05-20,Delivered,Bank Transfer,292.38
O10821,C0068,E109,2024-05-22,2024-05-23,Cancelled,Cash,0.0
O10822,C0020,E100,2025-04-09,2025-04-13,Returned,Credit Terms,13670.44
O10823,C0125,E107,2024-08-30,2024-09-03,Delivered,Cash,1040.46
O10824,C0004,E102,2025-09-06,2025-09-09,Delivered,Bank Transfer,5152.61
O10825,C0079,E106,2025-04-15,2025-04-20,Delivered,UPI,58.9
O10826,C0017,E106,2024-05-28,2024-05-29,Delivered,Bank Transfer,15048.64
O10827,C0008,E104,2024-02-25,2024-02-27,Delivered,Credit Terms,6410.04
O10828,C0024,E108,2024-02-06,2024-02-07,Delivered,Credit Terms,1402.89
O10829,C0107,E103,2024-09-29,2024-10-01,Delivered,Cash,639.78
O10830,C0114,E104,2024-07-12,2024-07-15,Delivered,Cash,67.44
O10831,C0045,E104,2025-04-26,2025-04-29,Returned,Cheque,12752.9
O10832,C0024,E103,2024-12-30,2025-01-04,Cancelled,Bank Transfer,0.0
O10833,C0074,E102,2024-07-12,2024-07-16,Returned,UPI,363.61
O10834,C0070,E102,2024-04-28,2024-04-30,Delivered,UPI,163.58
O10835,C0097,E103,2024-04-14,2024-04-16,Returned,UPI,1905.81
O10836,C0044,E100,2025-09-25,2025-09-28,Cancelled,Credit Terms,0.0
O10837,C0053,E102,2024-06-25,2024-06-30,Delivered,UPI,289.21
O10838,C0126,E100,2025-04-29,2025-05-01,Cancelled,Cash,0.0
O10839,C0097,E107,2025-08-19,2025-08-24,Delivered,Cash,464.21
O10840,C0010,E103,2025-04-06,2025-04-09,Delivered,Credit Terms,7722.63
O10841,C0079,E102,2025-09-22,2025-09-26,Returned,UPI,1032.28
O10842,C0037,E101,2024-10-13,2024-10-15,Delivered,Bank Transfer,7598.47
O10843,C0005,E100,2025-11-25,2025-11-28,Delivered,Bank Transfer,15506.91
O10844,C0083,,2024-04-18,2024-04-20,Delivered,UPI,139.22
O10845,C0066,E100,2024-03-29,2024-04-02,Cancelled,UPI,0.0
O10846,C0055,E105,2025-05-03,2025-05-08,Delivered,UPI,559.4
O10847,C0009,E100,2025-11-16,2025-11-19,Delivered,Bank Transfer,11374.45
O10848,C0049,E106,2025-08-18,2025-08-22,Delivered,Cheque,270.01
O10849,C0020,E102,2024-03-06,2024-03-07,Delivered,Bank Transfer,6213.79
O10850,C0145,E101,2024-07-23,2024-07-24,Returned,UPI,176.58
O10851,C0044,E103,2025-11-07,2025-11-11,Delivered,Bank Transfer,10537.33
O10852,C0052,E103,2024-07-01,2024-07-02,Delivered,Cash,1296.0
O10853,C0071,E100,2025-07-25,2025-07-30,Delivered,UPI,591.72
O10854,C0032,E102,2025-09-01,2025-09-04,Delivered,Credit Terms,17075.36
O10855,C0128,E102,2024-12-27,2024-12-30,Returned,UPI,743.38
O10856,C0058,E100,2024-10-09,2024-10-13,Delivered,Cash,899.08
O10857,C0096,E100,2024-11-20,2024-11-21,Delivered,UPI,196.76
O10858,C0062,E100,2024-06-14,2024-06-16,Delivered,Cash,750.08
O10859,C0111,E109,2025-10-11,2025-10-16,Returned,UPI,21.72
O10860,C0139,E103,2024-11-21,2024-11-23,Delivered,UPI,357.4
O10861,C0089,E109,2025-10-07,2025-10-10,Cancelled,UPI,0.0
O10862,C0135,E109,2024-04-01,2024-04-02,Delivered,Cheque,751.38
O10863,C0109,E100,2025-12-20,2025-12-22,Delivered,UPI,553.31
O10864,C0083,E109,2024-11-16,2024-11-18,Delivered,Cash,922.12
O10865,C0042,E104,2024-02-11,2024-02-14,Delivered,Bank Transfer,14636.18
O10866,C0091,E100,2024-02-02,2024-02-07,Cancelled,Cash,0.0
O10867,C0097,E107,2025-06-26,2025-07-01,Delivered,UPI,158.2
O10868,C0080,E101,2025-05-04,2025-05-06,Delivered,Cheque,239.43
O10869,C0110,E104,2025-08-12,2025-08-16,Delivered,UPI,353.81
O10870,C0145,E104,2024-03-31,2024-04-03,Delivered,UPI,1446.75
O10871,C0150,E101,2024-01-31,2024-02-04,Delivered,UPI,129.92
O10872,C0070,E103,2025-01-07,2025-01-09,Delivered,UPI,899.99
O10873,C0128,E108,2024-10-10,2024-10-15,Delivered,UPI,657.78
O10874,C0083,E102,2024-11-28,2024-12-02,Delivered,UPI,279.3
O10875,C0027,E100,2025-12-23,2025-12-26,Delivered,Cheque,8837.82
O10876,C0054,E109,2025-12-05,2025-12-09,Delivered,UPI,346.2
O10877,C0061,E109,2025-11-15,2025-11-17,Delivered,Cheque,945.97
O10878,C0122,E103,2025-07-27,2025-07-28,Delivered,Bank Transfer,224.72
O10879,C0064,E101,2024-09-19,2024-09-23,Delivered,Cash,181.65
O10880,C0118,E103,2024-10-26,2024-10-28,Delivered,UPI,307.31
O10881,C0100,E100,2025-02-11,2025-02-13,Delivered,UPI,89.32
O10882,C0148,E103,2025-09-04,2025-09-08,Delivered,UPI,1141.69
O10883,C0095,E105,2024-02-29,2024-03-03,Delivered,UPI,644.35
O10884,C0104,E101,2024-11-03,2024-11-06,Delivered,Cheque,553.42
O10885,C0085,E105,2024-03-12,2024-03-13,Delivered,Cash,564.74
O10886,C0087,E105,2025-01-12,2025-01-14,Delivered,Cash,1572.56
O10887,C0146,E108,2025-10-17,2025-10-21,Delivered,Cash,364.85
O10888,C0143,E107,2025-07-26,2025-07-28,Delivered,UPI,607.2
O10889,C0099,E105,2024-06-15,2024-06-20,Delivered,UPI,257.69
O10890,C0105,E106,2025-12-10,2025-12-13,Delivered,Cash,1603.2
O10891,C0012,E103,2025-05-09,2025-05-10,Delivered,Cash,11875.34
O10892,C0133,E106,2024-01-10,2024-01-11,Delivered,Bank Transfer,863.64
O10893,C0081,E105,2024-07-03,2024-07-08,Cancelled,Cash,0.0
O10894,C0032,E107,2024-07-07,2024-07-08,Delivered,Credit Terms,20531.15
O10895,C0011,E108,2024-02-29,2024-03-04,Delivered,Cash,9235.4
O10896,C0096,E102,2025-11-27,2025-11-29,Cancelled,Cash,0.0
O10897,C0115,E104,2024-12-12,2024-12-15,Delivered,UPI,311.94
O10898,C0027,E108,2025-10-15,2025-10-17,Delivered,Bank Transfer,13307.41
O10899,C0037,E103,2024-08-29,2024-09-02,Cancelled,Cheque,0.0
O10900,C0025,E105,2024-04-13,2024-04-16,Delivered,Cash,3200.75
O10901,C0064,E102,2024-12-08,2024-12-09,Delivered,Cash,597.59
O10902,C0030,E106,2024-04-06,2024-04-11,Delivered,Credit Terms,21095.34
O10903,C0021,E107,2024-12-18,2024-12-23,Returned,Bank Transfer,17010.22
O10904,C0118,E109,2025-11-01,2025-11-06,Delivered,Cash,821.97
O10905,C0139,E101,2025-01-17,2025-01-21,Delivered,Cash,168.79
O10906,C0072,E100,2025-04-07,2025-04-09,Cancelled,UPI,0.0
O10907,C0127,E100,2024-05-02,2024-05-03,Cancelled,UPI,0.0
O10908,C0073,E107,2024-02-07,2024-02-11,Delivered,UPI,366.46
O10909,C0117,E108,2024-04-04,2024-04-05,Delivered,Bank Transfer,590.46
O10910,C0065,E103,2025-03-26,2025-03-30,Delivered,UPI,217.88
O10911,C0011,E106,2024-03-23,2024-03-26,Delivered,Bank Transfer,2788.63
O10912,C0056,E102,2024-10-02,2024-10-05,Delivered,UPI,186.56
O10913,C0085,E108,2025-02-12,2025-02-13,Delivered,UPI,269.32
O10914,C0119,E106,2024-10-11,2024-10-12,Delivered,Cash,210.88
O10915,C0117,E104,2024-05-06,2024-05-07,Delivered,Cash,1363.74
O10916,C0134,E100,2024-07-18,2024-07-22,Delivered,UPI,1379.56
O10917,C0110,E107,2025-11-06,2025-11-10,Delivered,Cash,305.89
O10918,C0087,E100,2025-05-14,2025-05-17,Delivered,UPI,241.41
O10919,C0145,E108,2024-12-27,2024-12-28,Delivered,Cash,140.74
O10920,C0110,E109,2024-01-11,2024-01-14,Delivered,Cash,452.23
O10921,C0010,E100,2025-12-24,2025-12-26,Delivered,Credit Terms,6188.66
O10922,C0096,E107,2025-05-11,2025-05-14,Delivered,UPI,209.84
O10923,C0141,E100,2024-08-25,2024-08-28,Delivered,UPI,268.4
O10924,C0052,E105,2025-10-04,2025-10-06,Delivered,UPI,568.53
O10925,C0035,E103,2024-07-05,2024-07-06,Returned,Bank Transfer,13380.4
O10926,C0039,E102,2025-02-07,2025-02-11,Delivered,Credit Terms,3455.88
O10927,C0034,E105,2025-04-19,2025-04-23,Delivered,Credit Terms,8247.13
O10928,C0090,E106,2024-06-11,2024-06-12,Delivered,Bank Transfer,184.14
O10929,C0070,E102,2025-12-12,2025-12-16,Cancelled,Cash,0.0
O10930,C0142,E104,2025-06-28,2025-07-02,Delivered,UPI,448.68
O10931,C0071,E109,2025-02-18,2025-02-20,Cancelled,Cash,0.0
O10932,C0112,E104,2024-05-17,2024-05-20,Delivered,UPI,341.16
O10933,C0127,E106,2024-02-16,2024-02-17,Delivered,Cash,428.4
O10934,C0057,E102,2024-08-27,2024-08-30,Delivered,Cash,1545.68
O10935,C0126,E106,2025-07-01,2025-07-03,Delivered,Cash,245.15
O10936,C0081,E102,2024-07-15,2024-07-18,Returned,UPI,1010.06
O10937,C0063,E109,2025-02-03,2025-02-07,Delivered,UPI,25.77
O10938,C0007,E109,2025-06-15,2025-06-19,Delivered,Cheque,10874.63
O10939,C0130,E102,2024-04-02,2024-04-05,Returned,UPI,2104.58
O10940,C0142,E108,2025-05-20,2025-05-22,Delivered,UPI,2988.1
O10941,C0093,E109,2024-03-20,2024-03-25,Delivered,Cash,1464.17
O10942,C0134,E103,2025-11-30,2025-12-02,Delivered,UPI,643.32
O10943,C0062,E102,2024-12-20,2024-12-21,Returned,UPI,17.98
O10944,C0108,E108,2024-04-28,2024-05-03,Returned,Cash,1940.49
O10945,C0072,E100,2024-09-11,2024-09-14,Delivered,UPI,279.3
O10946,C0071,E102,2024-10-27,2024-10-30,Delivered,Bank Transfer,707.04
O10947,C0020,E102,2025-07-05,2025-07-07,Delivered,Bank Transfer,17097.27
O10948,C0099,E107,2025-06-25,2025-06-27,Delivered,UPI,321.61
O10949,C0094,E106,2025-04-05,2025-04-07,Delivered,UPI,197.24
O10950,C0128,E108,2024-04-01,2024-04-04,Delivered,Cash,1015.11
O10951,C0062,E107,2024-04-29,2024-05-04,Delivered,Cheque,263.42
O10952,C0132,E101,2024-03-21,2024-03-25,Delivered,Bank Transfer,434.73
O10953,C0103,E108,2025-03-07,2025-03-10,Delivered,UPI,644.18
O10954,C0137,E100,2025-10-03,2025-10-06,Delivered,Cash,211.64
O10955,C0103,E102,2024-11-10,2024-11-13,Delivered,UPI,305.9
O10956,C0015,E105,2024-05-05,2024-05-06,Delivered,Bank Transfer,12384.47
O10957,C0116,,2025-02-19,2025-02-21,Delivered,UPI,188.45
O10958,C0004,E100,2025-08-20,2025-08-21,Delivered,Credit Terms,11492.79
O10959,C0143,E103,2025-06-24,2025-06-25,Delivered,UPI,1549.58
O10960,C0109,E102,2025-10-06,2025-10-11,Delivered,UPI,179.84
O10961,C0118,E100,2024-07-22,2024-07-23,Returned,Cash,92.26
O10962,C0136,E106,2024-05-25,2024-05-27,Delivered,Cash,419.17
O10963,C0066,E108,2025-10-05,2025-10-09,Returned,Cash,202.65
O10964,C0063,E109,2025-05-03,2025-05-05,Delivered,Bank Transfer,341.67
O10965,C0140,E102,2024-08-20,2024-08-25,Delivered,Cash,650.56
O10966,C0059,E101,2025-06-24,2025-06-27,Delivered,UPI,1352.08
O10967,C0150,E101,2025-08-23,2025-08-28,Delivered,Cash,924.45
O10968,C0138,E105,2025-04-06,2025-04-08,Delivered,UPI,204.16
O10969,C0001,E101,2025-05-21,2025-05-23,Delivered,UPI,6393.73
O10970,C0024,E109,2024-10-02,2024-10-05,Delivered,Cash,19723.69
O10971,C0137,E102,2025-02-02,2025-02-06,Delivered,Cash,873.27
O10972,C0119,E104,2025-01-20,2025-01-22,Delivered,Cash,557.43
O10973,C0101,E108,2025-09-15,2025-09-19,Delivered,UPI,45.64
O10974,C0033,E109,2025-09-10,2025-09-12,Returned,Cheque,12441.14
O10975,C0109,E107,2025-09-05,2025-09-06,Delivered,UPI,73.35
O10976,C0092,E102,2024-01-10,2024-01-14,Delivered,Bank Transfer,17.36
O10977,C0094,E101,2025-06-28,2025-06-29,Returned,UPI,113.11
O10978,C0057,E101,2025-07-05,2025-07-08,Delivered,Cash,465.17
O10979,C0100,E101,2025-05-16,2025-05-21,Delivered,UPI,126.75
O10980,C0054,E103,2025-07-03,2025-07-05,Delivered,Cash,1342.14
O10981,C0104,E108,2025-09-11,2025-09-15,Delivered,Cash,2657.04
O10982,C0091,E108,2024-12-05,2024-12-08,Delivered,Cash,576.96
O10983,C0112,E102,2025-01-01,2025-01-03,Delivered,Cash,217.88
O10984,C0021,E106,2024-04-12,2024-04-16,Delivered,Credit Terms,23417.86
O10985,C0148,E106,2024-10-08,2024-10-10,Delivered,Cash,978.31
O10986,C0077,E100,2025-04-24,2025-04-29,Delivered,Cash,358.6
O10987,C0036,E108,2025-07-24,2025-07-29,Delivered,UPI,12540.18
O10988,C0124,E108,2024-06-08,2024-06-12,Delivered,Cash,57.9
O10989,C0023,E105,2024-04-20,2024-04-22,Delivered,Cheque,11372.56
O10990,C0037,E103,2025-05-06,2025-05-10,Delivered,Credit Terms,3729.0
O10991,C0012,E104,2024-01-02,2024-01-03,Delivered,Bank Transfer,12884.81
O10992,C0130,E106,2024-05-16,2024-05-19,Delivered,Cash,762.58
O10993,C0143,E101,2024-01-26,2024-01-28,Delivered,UPI,857.76
O10994,C0069,E108,2024-05-08,2024-05-11,Delivered,UPI,360.48
O10995,C0022,E102,2024-05-17,2024-05-22,Delivered,UPI,13766.75
O10996,C0139,E102,2024-10-10,2024-10-14,Delivered,UPI,83.16
O10997,C0073,E106,2024-10-20,2024-10-24,Delivered,Cash,508.19
O10998,C0133,E101,2025-10-01,2025-10-05,Delivered,UPI,388.99
O10999,C0024,E103,2025-01-08,2025-01-09,Delivered,UPI,1970.52
O11000,C0019,E106,2025-06-12,2025-06-16,Delivered,Bank Transfer,23923.46
O11001,C0122,E101,2024-03-30,2024-04-02,Delivered,Cheque,558.21
O11002,C0018,E109,2024-06-14,2024-06-18,Delivered,Cash,13181.32
O11003,C0082,E101,2025-05-31,2025-06-03,Delivered,UPI,1458.36
O11004,C0100,E109,2024-02-15,2024-02-17,Returned,Cash,1424.7
O11005,C0070,E104,2024-12-19,2024-12-23,Delivered,Cash,277.2
O11006,C0074,E108,2025-03-26,2025-03-27,Returned,Cash,503.45
O11007,C0039,E104,2025-03-29,2025-03-30,Delivered,UPI,2896.6
O11008,C0043,E102,2024-01-20,2024-01-25,Cancelled,Credit Terms,0.0
O11009,C0122,E108,2024-08-29,2024-08-31,Delivered,UPI,1210.8
O11010,C0014,E104,2025-04-20,2025-04-22,Delivered,Bank Transfer,26214.4
O11011,C0015,E102,2024-04-27,2024-04-29,Delivered,Bank Transfer,7658.86
O11012,C0091,E107,2025-05-26,2025-05-28,Cancelled,UPI,0.0
O11013,C0106,E103,2025-06-26,2025-06-30,Returned,UPI,292.6
O11014,C0072,E100,2025-12-15,2025-12-19,Delivered,Cash,111.59
O11015,C0089,E103,2024-06-04,2024-06-06,Delivered,Cash,454.31
O11016,C0091,E107,2025-09-01,2025-09-05,Delivered,UPI,406.04
O11017,C0010,E100,2025-01-17,2025-01-22,Delivered,Credit Terms,13148.1
O11018,C0115,E106,2024-10-01,2024-10-03,Delivered,UPI,111.42
O11019,C0142,E105,2024-04-11,2024-04-14,Returned,UPI,1013.7
O11020,C0074,E105,2025-06-20,2025-06-23,Delivered,Cash,179.8
O11021,C0074,E108,2024-06-20,2024-06-22,Delivered,UPI,715.78
O11022,C0055,E102,2024-09-29,2024-10-03,Returned,UPI,43.2
O11023,C0027,E101,2024-02-23,2024-02-25,Cancelled,Bank Transfer,0.0
O11024,C0068,E105,2025-08-11,2025-08-16,Delivered,UPI,152.32
O11025,C0134,E107,2025-07-12,2025-07-16,Delivered,Cash,424.56
O11026,C0038,,2025-06-19,2025-06-20,Delivered,Bank Transfer,7914.79
O11027,C0021,E102,2024-08-10,2024-08-13,Delivered,Bank Transfer,2351.85
O11028,C0136,,2024-05-12,2024-05-14,Delivered,UPI,292.28
O11029,C0042,E105,2025-04-20,2025-04-21,Delivered,Bank Transfer,12034.01
O11030,C0043,E101,2024-12-27,2024-12-31,Delivered,Cash,9639.02
O11031,C0088,E100,2024-05-15,2024-05-20,Delivered,UPI,149.21
O11032,C0029,E109,2025-05-20,2025-05-21,Delivered,Bank Transfer,7408.47
O11033,C0136,E108,2025-12-23,2025-12-26,Delivered,Cash,167.6
O11034,C0093,E105,2025-06-27,2025-06-28,Delivered,Bank Transfer,168.41
O11035,C0111,E107,2025-06-23,2025-06-26,Delivered,UPI,1685.25
O11036,C0099,E106,2025-11-21,2025-11-22,Delivered,UPI,336.0
O11037,C0116,E108,2024-05-31,2024-06-05,Delivered,UPI,462.42
O11038,C0102,E108,2025-02-25,2025-02-28,Delivered,Cash,250.56
O11039,C0073,E101,2025-12-13,2025-12-16,Delivered,Cash,399.0
O11040,C0013,E107,2024-05-07,2024-05-12,Delivered,UPI,5616.75
O11041,C0076,E106,2025-05-29,2025-06-01,Returned,UPI,3234.85
O11042,C0105,E101,2025-03-15,2025-03-18,Delivered,UPI,149.94
O11043,C0025,E105,2025-03-15,2025-03-19,Delivered,Credit Terms,17391.17
O11044,C0111,E103,2025-05-27,2025-05-29,Delivered,Cash,461.45
O11045,C0129,E102,2025-11-07,2025-11-12,Delivered,Cheque,81.75
O11046,C0040,E102,2025-07-26,2025-07-27,Delivered,UPI,14114.37
O11047,C0147,E108,2024-02-18,2024-02-19,Delivered,Cash,155.39
O11048,C0005,E109,2025-09-18,2025-09-21,Cancelled,Cheque,0.0
O11049,C0108,E106,2024-06-14,2024-06-15,Delivered,Cash,2527.82
O11050,C0094,,2024-10-03,2024-10-08,Delivered,UPI,287.41
O11051,C0010,E102,2024-11-28,2024-11-29,Delivered,Bank Transfer,8509.09
O11052,C0146,E103,2024-12-14,2024-12-19,Delivered,UPI,141.54
O11053,C0110,E106,2024-11-11,2024-11-16,Delivered,Cash,1455.6
O11054,C0005,E105,2025-11-12,2025-11-14,Delivered,Bank Transfer,7862.88
O11055,C0029,E107,2025-06-02,2025-06-03,Delivered,Bank Transfer,4186.66
O11056,C0137,E108,2025-04-16,2025-04-20,Delivered,UPI,471.46
O11057,C0069,E105,2024-02-13,2024-02-14,Delivered,UPI,299.4
O11058,C0077,E103,2025-10-21,2025-10-22,Delivered,Cash,28.98
O11059,C0052,E106,2025-10-24,2025-10-27,Delivered,UPI,207.6
O11060,C0022,E109,2025-07-24,2025-07-29,Delivered,UPI,11888.81
O11061,C0144,E101,2024-01-07,2024-01-09,Delivered,Cash,919.59
O11062,C0116,E108,2024-02-19,2024-02-20,Delivered,UPI,50.28
O11063,C0076,E105,2024-06-13,2024-06-17,Delivered,Cash,233.76
O11064,C0060,E102,2024-04-17,2024-04-22,Delivered,Cash,204.54
O11065,C0069,E105,2024-10-17,2024-10-18,Delivered,Cash,464.49
O11066,C0018,E107,2025-11-02,2025-11-03,Delivered,Bank Transfer,8047.85
O11067,C0143,E100,2024-12-06,2024-12-09,Delivered,Cash,279.09
O11068,C0057,E104,2024-01-12,2024-01-14,Cancelled,UPI,0.0
O11069,C0104,E101,2024-07-26,2024-07-29,Delivered,UPI,1286.65
O11070,C0085,E101,2024-02-08,2024-02-12,Delivered,UPI,527.6
O11071,C0117,E104,2024-02-01,2024-02-02,Delivered,UPI,671.61
O11072,C0055,E105,2024-07-20,2024-07-24,Delivered,UPI,170.81
O11073,C0060,E109,2024-07-20,2024-07-23,Cancelled,UPI,0.0
O11074,C0103,E109,2025-07-30,2025-08-01,Delivered,Bank Transfer,148.19
O11075,C0129,E103,2025-12-09,2025-12-13,Delivered,Cash,521.28
O11076,C0009,E107,2024-09-29,2024-10-03,Returned,Bank Transfer,10257.29
O11077,C0141,E102,2024-11-06,2024-11-11,Delivered,UPI,981.34
O11078,C0149,E103,2025-09-13,2025-09-14,Delivered,Cash,1567.31
O11079,C0047,E109,2024-07-14,2024-07-17,Delivered,UPI,265.8
O11080,C0077,E109,2024-05-02,2024-05-03,Delivered,Cheque,1360.82
O11081,C0009,E103,2025-09-18,2025-09-19,Returned,Credit Terms,2130.73
O11082,C0081,E104,2024-02-10,2024-02-15,Delivered,UPI,103.86
O11083,C0097,E100,2025-04-09,2025-04-12,Delivered,Bank Transfer,316.24
O11084,C0131,E108,2025-02-22,2025-02-25,Delivered,UPI,566.67
O11085,C0061,E107,2024-09-14,2024-09-19,Delivered,UPI,846.47
O11086,C0132,E107,2024-08-23,2024-08-25,Delivered,Cash,186.76
O11087,C0137,E102,2025-07-17,2025-07-21,Delivered,UPI,974.83
O11088,C0077,E102,2024-03-15,2024-03-19,Delivered,Cash,1022.88
O11089,C0086,E104,2024-06-21,2024-06-22,Delivered,UPI,2541.72
O11090,C0016,E108,2025-06-18,2025-06-19,Delivered,Credit Terms,2751.11
O11091,C0062,E105,2025-02-10,2025-02-14,Returned,UPI,1950.86
O11092,C0089,E109,2024-04-14,2024-04-15,Delivered,UPI,615.34
O11093,C0083,E102,2025-10-06,2025-10-11,Delivered,UPI,149.99
O11094,C0034,E109,2024-10-14,2024-10-16,Returned,Credit Terms,17722.97
O11095,C0124,E108,2025-09-02,2025-09-07,Delivered,UPI,442.91
O11096,C0098,E105,2025-07-31,2025-08-04,Delivered,Cash,215.19
O11097,C0070,E103,2025-04-12,2025-04-15,Delivered,Cash,335.16
O11098,C0089,E107,2024-12-26,2024-12-29,Delivered,UPI,164.92
O11099,C0045,E106,2025-12-13,2025-12-15,Delivered,Bank Transfer,15906.17
O11100,C0086,E100,2024-04-25,2024-04-29,Delivered,UPI,65.2
O11101,C0102,E101,2025-06-13,2025-06-14,Delivered,UPI,1386.88
O11102,C0020,E101,2024-05-23,2024-05-28,Delivered,UPI,9067.54
O11103,C0027,E106,2024-09-09,2024-09-13,Delivered,Bank Transfer,4149.1
O11104,C0011,E107,2024-08-18,2024-08-19,Cancelled,Credit Terms,0.0
O11105,C0122,E107,2025-11-18,2025-11-22,Returned,Cash,2342.13
O11106,C0047,E101,2025-12-02,2025-12-05,Delivered,Cash,139.47
O11107,C0021,E101,2024-05-18,2024-05-19,Cancelled,Bank Transfer,0.0
O11108,C0045,E105,2024-01-20,2024-01-25,Delivered,Credit Terms,1798.88
O11109,C0144,E101,2025-06-10,2025-06-15,Cancelled,Cash,0.0
O11110,C0138,E105,2024-10-30,2024-11-03,Delivered,Bank Transfer,959.29
O11111,C0111,E104,2024-03-17,2024-03-21,Delivered,Cash,294.87
O11112,C0030,E102,2025-05-19,2025-05-21,Delivered,Cheque,10572.04
O11113,C0114,E101,2025-02-07,2025-02-08,Delivered,Cash,105.21
O11114,C0107,E106,2025-12-14,2025-12-17,Delivered,UPI,300.17
O11115,C0103,E101,2024-06-15,2024-06-20,Returned,Cash,354.85
O11116,C0009,E101,2024-10-21,2024-10-25,Delivered,Credit Terms,7194.67
O11117,C0033,E108,2025-02-05,2025-02-10,Returned,UPI,3127.79
O11118,C0079,E107,2025-08-03,2025-08-06,Delivered,UPI,174.25
O11119,C0145,E109,2025-02-11,2025-02-13,Delivered,UPI,349.27
O11120,C0113,E109,2025-04-05,2025-04-08,Delivered,Cash,227.42
O11121,C0039,E100,2024-06-14,2024-06-19,Delivered,Cash,9147.58
O11122,C0137,E102,2025-09-14,2025-09-16,Delivered,UPI,514.16
O11123,C0003,E108,2024-11-06,2024-11-09,Delivered,Bank Transfer,11817.7
O11124,C0018,E105,2024-04-22,2024-04-25,Delivered,Bank Transfer,11595.09
O11125,C0038,E102,2025-05-07,2025-05-12,Delivered,Credit Terms,7081.25
O11126,C0082,E108,2024-06-08,2024-06-13,Delivered,Cash,294.85
O11127,C0010,E101,2024-03-25,2024-03-30,Delivered,UPI,8606.96
O11128,C0091,E104,2025-09-23,2025-09-27,Returned,UPI,1121.27
O11129,C0048,E101,2024-11-27,2024-11-29,Delivered,UPI,473.06
O11130,C0079,E101,2025-06-28,2025-06-30,Returned,Cash,933.98
O11131,C0125,E109,2024-08-02,2024-08-06,Delivered,UPI,135.16
O11132,C0121,E104,2025-07-30,2025-08-04,Delivered,Cheque,240.98
O11133,C0141,E102,2024-04-05,2024-04-06,Delivered,Cash,1512.54
O11134,C0037,E102,2024-09-20,2024-09-21,Cancelled,Credit Terms,0.0
O11135,C0103,E103,2025-12-12,2025-12-16,Delivered,Cash,996.85
O11136,C0067,E102,2025-08-05,2025-08-09,Delivered,UPI,169.0
O11137,C0092,E108,2024-12-28,2024-12-31,Delivered,UPI,572.31
O11138,C0018,E106,2024-09-10,2024-09-12,Delivered,UPI,5745.6
O11139,C0024,E108,2025-09-30,2025-10-05,Returned,Credit Terms,19551.26
O11140,C0061,E102,2025-02-07,2025-02-12,Delivered,Cash,62.72
O11141,C0055,E103,2025-07-05,2025-07-07,Delivered,UPI,1069.03
O11142,C0121,E105,2025-07-01,2025-07-04,Delivered,Cheque,666.72
O11143,C0018,E103,2024-01-16,2024-01-21,Delivered,Credit Terms,6988.49
O11144,C0135,E103,2024-04-13,2024-04-14,Returned,UPI,434.64
O11145,C0146,E101,2025-05-04,2025-05-08,Delivered,Cash,635.3
O11146,C0040,E109,2024-05-05,2024-05-10,Delivered,Credit Terms,11281.27
O11147,C0069,E100,2024-07-03,2024-07-05,Delivered,Cash,1608.78
O11148,C0032,E108,2025-11-18,2025-11-19,Delivered,Credit Terms,15743.7
O11149,C0083,E106,2025-02-20,2025-02-25,Delivered,UPI,60.68
O11150,C0143,E107,2025-06-29,2025-07-01,Delivered,UPI,94.92
O11151,C0016,E103,2025-02-19,2025-02-24,Delivered,Cheque,19989.65
O11152,C0075,E109,2025-02-14,2025-02-18,Delivered,UPI,317.9
O11153,C0024,E106,2024-03-22,2024-03-27,Delivered,Bank Transfer,4819.43
O11154,C0128,E106,2024-09-12,2024-09-14,Delivered,UPI,49.68
O11155,C0148,E109,2024-07-26,2024-07-28,Delivered,Cash,571.59
O11156,C0146,E106,2024-10-12,2024-10-13,Delivered,UPI,741.72
O11157,C0023,E104,2025-08-09,2025-08-13,Delivered,Credit Terms,9188.95
O11158,C0036,E104,2024-09-30,2024-10-04,Delivered,Cash,2541.42
O11159,C0117,E109,2024-11-21,2024-11-23,Delivered,UPI,129.16
