order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total,customer_id,employee_id,order_date,ship_date,order_status,payment_method,order_total,processing_days,customer_name,customer_type,city,state,product_name,category,size,thickness,unit_cost,retail_price,wholesale_price,employee_name,region,profit,order_month
OI000843,O10286,P1074,193,17.14,0.047,3152.54,C0045,E101,2024-08-09,2024-08-11,Delivered,Credit Terms,19297.29,2,Card Solutions Chennai,Wholesale,Chennai,Tamil Nadu,UV Protective Lamination Film - A3,Film,A3,250 micron,12.09,21.0,17.14,Priya Mehta,South,928.84,2024-08
OI000844,O10286,P1036,178,49.26,0.025,8549.07,C0045,E101,2024-08-09,2024-08-11,Delivered,Credit Terms,19297.29,2,Card Solutions Chennai,Wholesale,Chennai,Tamil Nadu,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Priya Mehta,South,2089.54,2024-08
OI000845,O10286,P1005,122,8.17,0.039,957.87,C0045,E101,2024-08-09,2024-08-11,Delivered,Credit Terms,19297.29,2,Card Solutions Chennai,Wholesale,Chennai,Tamil Nadu,Glossy Lamination Pouch - ID Card,Pouch,ID Card,125 micron,5.53,8.96,8.17,Priya Mehta,South,309.52,2024-08
OI000846,O10286,P1000,84,7.4,0.005,618.49,C0045,E101,2024-08-09,2024-08-11,Delivered,Credit Terms,19297.29,2,Card Solutions Chennai,Wholesale,Chennai,Tamil Nadu,Glossy Lamination Pouch - A4,Pouch,A4,100 micron,5.55,10.41,7.4,Priya Mehta,South,154.62,2024-08
OI000847,O10287,P1029,2,34.62,0.0,69.24,C0082,E102,2025-09-10,2025-09-13,Delivered,Cash,549.8,3,Local Print Corner Mumbai,Retail,Mumbai,Maharashtra,Thermal Lamination Roll - 27in,Roll,27in,75 micron,20.28,34.62,27.21,Aman Verma,East,28.68,2025-09
OI000848,O10287,P1022,22,6.86,0.0,150.92,C0082,E102,2025-09-10,2025-09-13,Delivered,Cash,549.8,3,Local Print Corner Mumbai,Retail,Mumbai,Maharashtra,Matte Lamination Pouch - Letter,Pouch,Letter,75 micron,3.6,6.86,5.13,Aman Verma,East,71.72,2025-09
OI000849,O10287,P1025,6,54.94,0.0,329.64,C0082,E102,2025-09-10,2025-09-13,Delivered,Cash,549.8,3,Local Print Corner Mumbai,Retail,Mumbai,Maharashtra,Thermal Lamination Roll - 12in,Roll,12in,150 micron,28.42,54.94,39.29,Aman Verma,East,159.12,2025-09
OI000850,O10288,P1039,69,45.54,0.013,3101.41,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Cold Lamination Roll - 27in,Roll,27in,150 micron,36.21,70.77,45.54,Rohit Joshi,West,635.4,2025-07
OI000851,O10288,P1018,134,5.96,0.089,727.56,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Matte Lamination Pouch - ID Card,Pouch,ID Card,250 micron,4.71,8.68,5.96,Rohit Joshi,West,152.59,2025-07
OI000852,O10288,P1034,49,67.45,0.0,3305.05,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Cold Lamination Roll - 12in,Roll,12in,150 micron,50.74,107.1,67.45,Rohit Joshi,West,818.79,2025-07
OI000853,O10288,P1005,199,8.17,0.058,1531.53,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Glossy Lamination Pouch - ID Card,Pouch,ID Card,125 micron,5.53,8.96,8.17,Rohit Joshi,West,494.89,2025-07
OI000854,O10288,P1002,106,3.79,0.094,363.98,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Glossy Lamination Pouch - A3,Pouch,A3,150 micron,2.54,4.14,3.79,Rohit Joshi,West,120.04,2025-07
OI000855,O10288,P1000,65,7.4,0.017,472.82,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Glossy Lamination Pouch - A4,Pouch,A4,100 micron,5.55,10.41,7.4,Rohit Joshi,West,118.21,2025-07
OI000856,O10288,P1025,164,39.29,0.07,5992.51,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Thermal Lamination Roll - 12in,Roll,12in,150 micron,28.42,54.94,39.29,Rohit Joshi,West,1657.89,2025-07
OI000857,O10288,P1059,98,11.79,0.0,1155.42,C0019,E108,2025-07-18,2025-07-21,Delivered,Bank Transfer,16650.28,3,Print & Pack Co Indore,Wholesale,Indore,Madhya Pradesh,Holographic Lamination Film - Roll-25in,Film,Roll-25in,75 micron,9.03,16.76,11.79,Rohit Joshi,West,270.48,2025-07
OI000858,O10289,P1036,129,49.26,0.02,6227.45,C0027,E108,2024-06-16,2024-06-20,Delivered,Credit Terms,8952.25,4,MegaPrint Traders Mumbai,Wholesale,Mumbai,Maharashtra,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Rohit Joshi,West,1522.1,2024-06
OI000859,O10289,P1020,101,4.79,0.097,436.86,C0027,E108,2024-06-16,2024-06-20,Delivered,Credit Terms,8952.25,4,MegaPrint Traders Mumbai,Wholesale,Mumbai,Maharashtra,Matte Lamination Pouch - A5,Pouch,A5,250 micron,3.49,5.89,4.79,Rohit Joshi,West,118.56,2024-06
OI000860,O10289,P1000,21,7.4,0.047,148.1,C0027,E108,2024-06-16,2024-06-20,Delivered,Credit Terms,8952.25,4,MegaPrint Traders Mumbai,Wholesale,Mumbai,Maharashtra,Glossy Lamination Pouch - A4,Pouch,A4,100 micron,5.55,10.41,7.4,Rohit Joshi,West,37.02,2024-06
OI000861,O10289,P1011,188,10.18,0.016,1883.22,C0027,E108,2024-06-16,2024-06-20,Delivered,Credit Terms,8952.25,4,MegaPrint Traders Mumbai,Wholesale,Mumbai,Maharashtra,Glossy Lamination Pouch - Letter,Pouch,Letter,250 micron,7.11,12.76,10.18,Rohit Joshi,West,567.93,2024-06
OI000862,O10289,P1044,42,6.11,0.0,256.62,C0027,E108,2024-06-16,2024-06-20,Delivered,Credit Terms,8952.25,4,MegaPrint Traders Mumbai,Wholesale,Mumbai,Maharashtra,Self-Adhesive Laminate Sheet - A3,Sheet,A3,75 micron,4.4,8.99,6.11,Rohit Joshi,West,71.82,2024-06
OI000863,O10290,P1074,20,21.0,0.024,409.92,C0067,E105,2024-04-16,2024-04-21,Delivered,Cash,1061.52,5,FastCard Print Kolkata,Retail,Kolkata,West Bengal,UV Protective Lamination Film - A3,Film,A3,250 micron,12.09,21.0,17.14,Anita Desai,North,173.92,2024-04
OI000864,O10290,P1027,10,65.16,0.0,651.6,C0067,E105,2024-04-16,2024-04-21,Delivered,Cash,1061.52,5,FastCard Print Kolkata,Retail,Kolkata,West Bengal,Thermal Lamination Roll - 25in,Roll,25in,75 micron,38.4,65.16,56.63,Anita Desai,North,267.6,2024-04
OI000865,O10291,P1016,16,6.93,0.0,110.88,C0071,E101,2025-09-27,2025-10-02,Delivered,UPI,316.8,5,Student Stationery Chandigarh,Retail,Chandigarh,Punjab,Matte Lamination Pouch - A3,Pouch,A3,75 micron,4.16,6.93,5.44,Priya Mehta,South,44.32,2025-09
OI000866,O10291,P1059,4,16.76,0.0,67.04,C0071,E101,2025-09-27,2025-10-02,Delivered,UPI,316.8,5,Student Stationery Chandigarh,Retail,Chandigarh,Punjab,Holographic Lamination Film - Roll-25in,Film,Roll-25in,75 micron,9.03,16.76,11.79,Priya Mehta,South,30.92,2025-09
OI000867,O10291,P1018,16,8.68,0.0,138.88,C0071,E101,2025-09-27,2025-10-02,Delivered,UPI,316.8,5,Student Stationery Chandigarh,Retail,Chandigarh,Punjab,Matte Lamination Pouch - ID Card,Pouch,ID Card,250 micron,4.71,8.68,5.96,Priya Mehta,South,63.52,2025-09
OI000868,O10292,P1008,152,11.94,0.028,1764.06,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Glossy Lamination Pouch - A5,Pouch,A5,250 micron,8.52,18.57,11.94,Vikram Rao,Central,505.28,2025-11
OI000869,O10292,P1072,141,7.61,0.057,1011.85,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,UV Protective Lamination Film - A4,Film,A4,150 micron,6.0,9.65,7.61,Vikram Rao,Central,214.07,2025-11
OI000870,O10292,P1036,176,49.26,0.047,8262.28,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Vikram Rao,Central,2019.45,2025-11
OI000871,O10292,P1066,91,9.12,0.0,829.92,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Vikram Rao,Central,201.11,2025-11
OI000872,O10292,P1063,76,9.62,0.0,731.12,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,PVC ID Card Laminate - Business Card,Pouch,Business Card,250 micron,7.28,13.29,9.62,Vikram Rao,Central,177.84,2025-11
OI000873,O10292,P1025,132,39.29,0.076,4792.12,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Thermal Lamination Roll - 12in,Roll,12in,150 micron,28.42,54.94,39.29,Vikram Rao,Central,1325.79,2025-11
OI000874,O10292,P1000,97,7.4,0.0,717.8,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Glossy Lamination Pouch - A4,Pouch,A4,100 micron,5.55,10.41,7.4,Vikram Rao,Central,179.45,2025-11
OI000875,O10292,P1029,178,27.21,0.095,4383.26,C0007,E104,2025-11-29,2025-12-03,Delivered,Credit Terms,22492.41,4,Office Mart Bengaluru,Wholesale,Bengaluru,Karnataka,Thermal Lamination Roll - 27in,Roll,27in,75 micron,20.28,34.62,27.21,Vikram Rao,Central,1116.35,2025-11
OI000883,O10294,P1008,59,11.94,0.035,679.8,C0023,E109,2025-06-17,2025-06-21,Returned,UPI,3504.55,4,Laminate Depot Delhi,Wholesale,Delhi,Delhi,Glossy Lamination Pouch - A5,Pouch,A5,250 micron,8.52,18.57,11.94,Neha Gupta,Central,194.72,2025-06
OI000884,O10294,P1052,32,21.28,0.0,680.96,C0023,E109,2025-06-17,2025-06-21,Returned,UPI,3504.55,4,Laminate Depot Delhi,Wholesale,Delhi,Delhi,Soft Touch Lamination Film - A3,Film,A3,250 micron,14.67,29.94,21.28,Neha Gupta,Central,211.52,2025-06
OI000885,O10294,P1059,197,11.79,0.077,2143.79,C0023,E109,2025-06-17,2025-06-21,Returned,UPI,3504.55,4,Laminate Depot Delhi,Wholesale,Delhi,Delhi,Holographic Lamination Film - Roll-25in,Film,Roll-25in,75 micron,9.03,16.76,11.79,Neha Gupta,Central,501.85,2025-06
OI000886,O10295,P1018,18,8.68,0.0,156.24,C0140,E102,2025-10-24,2025-10-27,Delivered,UPI,156.24,3,Student Stationery Pune,Retail,Pune,Maharashtra,Matte Lamination Pouch - ID Card,Pouch,ID Card,250 micron,4.71,8.68,5.96,Aman Verma,East,71.46,2025-10
OI000887,O10296,P1000,1,10.41,0.0,10.41,C0101,E103,2025-09-21,2025-09-26,Delivered,UPI,10.41,5,Student Stationery Lucknow,Retail,Lucknow,Uttar Pradesh,Glossy Lamination Pouch - A4,Pouch,A4,100 micron,5.55,10.41,7.4,Sneha Kapoor,West,4.86,2025-09
OI000888,O10297,P1014,3,6.52,0.0,19.56,C0081,E100,2025-11-30,2025-12-03,Returned,Cash,240.39,3,Easy ID Cards Jaipur,Retail,Jaipur,Rajasthan,Matte Lamination Pouch - A4,Pouch,A4,100 micron,3.53,6.52,5.08,Rahul Sharma,North,8.97,2025-11
OI000889,O10297,P1002,4,4.14,0.0,16.56,C0081,E100,2025-11-30,2025-12-03,Returned,Cash,240.39,3,Easy ID Cards Jaipur,Retail,Jaipur,Rajasthan,Glossy Lamination Pouch - A3,Pouch,A3,150 micron,2.54,4.14,3.79,Rahul Sharma,North,6.4,2025-11
OI000890,O10297,P1008,11,18.57,0.0,204.27,C0081,E100,2025-11-30,2025-12-03,Returned,Cash,240.39,3,Easy ID Cards Jaipur,Retail,Jaipur,Rajasthan,Glossy Lamination Pouch - A5,Pouch,A5,250 micron,8.52,18.57,11.94,Rahul Sharma,North,110.55,2025-11
OI000891,O10298,P1055,97,9.97,0.0,967.09,C0010,E109,2025-07-07,2025-07-10,Delivered,Cheque,5003.09,3,Graphic Traders Nagpur,Wholesale,Nagpur,Maharashtra,Soft Touch Lamination Film - Roll-25in,Film,Roll-25in,150 micron,7.4,15.82,9.97,Neha Gupta,Central,249.29,2025-07
OI000892,O10298,P1020,132,4.79,0.068,589.28,C0010,E109,2025-07-07,2025-07-10,Delivered,Cheque,5003.09,3,Graphic Traders Nagpur,Wholesale,Nagpur,Maharashtra,Matte Lamination Pouch - A5,Pouch,A5,250 micron,3.49,5.89,4.79,Neha Gupta,Central,159.93,2025-07
OI000893,O10298,P1022,44,5.13,0.0,225.72,C0010,E109,2025-07-07,2025-07-10,Delivered,Cheque,5003.09,3,Graphic Traders Nagpur,Wholesale,Nagpur,Maharashtra,Matte Lamination Pouch - Letter,Pouch,Letter,75 micron,3.6,6.86,5.13,Neha Gupta,Central,67.32,2025-07
OI000894,O10298,P1061,117,9.47,0.076,1023.78,C0010,E109,2025-07-07,2025-07-10,Delivered,Cheque,5003.09,3,Graphic Traders Nagpur,Wholesale,Nagpur,Maharashtra,PVC ID Card Laminate - ID Card,Pouch,ID Card,150 micron,7.04,13.3,9.47,Neha Gupta,Central,262.7,2025-07
OI000895,O10298,P1008,22,11.94,0.0,262.68,C0010,E109,2025-07-07,2025-07-10,Delivered,Cheque,5003.09,3,Graphic Traders Nagpur,Wholesale,Nagpur,Maharashtra,Glossy Lamination Pouch - A5,Pouch,A5,250 micron,8.52,18.57,11.94,Neha Gupta,Central,75.24,2025-07
OI000896,O10298,P1042,131,10.33,0.027,1316.69,C0010,E109,2025-07-07,2025-07-10,Delivered,Cheque,5003.09,3,Graphic Traders Nagpur,Wholesale,Nagpur,Maharashtra,Self-Adhesive Laminate Sheet - A4,Sheet,A4,125 micron,8.14,15.17,10.33,Neha Gupta,Central,279.14,2025-07
OI000897,O10298,P1002,165,3.79,0.012,617.85,C0010,E109,2025-07-07,2025-07-10,Delivered,Cheque,5003.09,3,Graphic Traders Nagpur,Wholesale,Nagpur,Maharashtra,Glossy Lamination Pouch - A3,Pouch,A3,150 micron,2.54,4.14,3.79,Neha Gupta,Central,203.78,2025-07
OI000898,O10299,P1066,5,11.24,0.037,54.12,C0050,E109,2024-11-15,2024-11-18,Delivered,Cash,266.5,3,Quick Print Shop Bengaluru,Retail,Bengaluru,Karnataka,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Neha Gupta,Central,20.85,2024-11
OI000899,O10299,P1042,14,15.17,0.0,212.38,C0050,E109,2024-11-15,2024-11-18,Delivered,Cash,266.5,3,Quick Print Shop Bengaluru,Retail,Bengaluru,Karnataka,Self-Adhesive Laminate Sheet - A4,Sheet,A4,125 micron,8.14,15.17,10.33,Neha Gupta,Central,98.42,2024-11
OI000900,O10300,P1027,180,56.63,0.092,9255.61,C0016,E101,2024-08-20,2024-08-23,Delivered,Bank Transfer,11495.43,3,Card Solutions Jaipur,Wholesale,Jaipur,Rajasthan,Thermal Lamination Roll - 25in,Roll,25in,75 micron,38.4,65.16,56.63,Priya Mehta,South,2979.51,2024-08
OI000901,O10300,P1039,38,45.54,0.0,1730.52,C0016,E101,2024-08-20,2024-08-23,Delivered,Bank Transfer,11495.43,3,Card Solutions Jaipur,Wholesale,Jaipur,Rajasthan,Cold Lamination Roll - 27in,Roll,27in,150 micron,36.21,70.77,45.54,Priya Mehta,South,354.54,2024-08
OI000902,O10300,P1014,104,5.08,0.036,509.3,C0016,E101,2024-08-20,2024-08-23,Delivered,Bank Transfer,11495.43,3,Card Solutions Jaipur,Wholesale,Jaipur,Rajasthan,Matte Lamination Pouch - A4,Pouch,A4,100 micron,3.53,6.52,5.08,Priya Mehta,South,155.4,2024-08
OI000903,O10301,P1036,15,67.58,0.033,980.25,C0120,E100,2024-08-28,2024-08-29,Returned,UPI,980.25,1,Student Stationery Mumbai,Retail,Mumbai,Maharashtra,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Rahul Sharma,North,440.37,2024-08
OI000904,O10302,P1036,2,67.58,0.0,135.16,C0077,E103,2025-06-13,2025-06-16,Delivered,UPI,294.77,3,Cyber Cafe & Print Hyderabad,Retail,Hyderabad,Telangana,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Sneha Kapoor,West,60.72,2025-06
OI000905,O10302,P1016,5,6.93,0.03,33.61,C0077,E103,2025-06-13,2025-06-16,Delivered,UPI,294.77,3,Cyber Cafe & Print Hyderabad,Retail,Hyderabad,Telangana,Matte Lamination Pouch - A3,Pouch,A3,75 micron,4.16,6.93,5.44,Sneha Kapoor,West,13.43,2025-06
OI000906,O10302,P1074,6,21.0,0.0,126.0,C0077,E103,2025-06-13,2025-06-16,Delivered,UPI,294.77,3,Cyber Cafe & Print Hyderabad,Retail,Hyderabad,Telangana,UV Protective Lamination Film - A3,Film,A3,250 micron,12.09,21.0,17.14,Sneha Kapoor,West,53.46,2025-06
OI000907,O10303,P1016,15,6.93,0.0,103.95,C0061,E100,2025-06-26,2025-07-01,Delivered,UPI,155.83,5,FastCard Print Mumbai,Retail,Mumbai,Maharashtra,Matte Lamination Pouch - A3,Pouch,A3,75 micron,4.16,6.93,5.44,Rahul Sharma,North,41.55,2025-06
OI000908,O10303,P1046,5,8.64,0.0,43.2,C0061,E100,2025-06-26,2025-07-01,Delivered,UPI,155.83,5,FastCard Print Mumbai,Retail,Mumbai,Maharashtra,Self-Adhesive Laminate Sheet - A2,Sheet,A2,100 micron,4.2,8.64,6.1,Rahul Sharma,North,22.2,2025-06
OI000909,O10303,P1018,1,8.68,0.0,8.68,C0061,E100,2025-06-26,2025-07-01,Delivered,UPI,155.83,5,FastCard Print Mumbai,Retail,Mumbai,Maharashtra,Matte Lamination Pouch - ID Card,Pouch,ID Card,250 micron,4.71,8.68,5.96,Rahul Sharma,North,3.97,2025-06
OI000910,O10304,P1063,194,9.62,0.097,1685.25,C0022,E104,2024-05-29,2024-05-31,Delivered,Cheque,8907.26,2,Business Supplies Co Coimbatore,Wholesale,Coimbatore,Tamil Nadu,PVC ID Card Laminate - Business Card,Pouch,Business Card,250 micron,7.28,13.29,9.62,Vikram Rao,Central,409.93,2024-05
OI000911,O10304,P1036,109,49.26,0.019,5267.32,C0022,E104,2024-05-29,2024-05-31,Delivered,Cheque,8907.26,2,Business Supplies Co Coimbatore,Wholesale,Coimbatore,Tamil Nadu,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Vikram Rao,Central,1287.43,2024-05
OI000912,O10304,P1059,176,11.79,0.058,1954.69,C0022,E104,2024-05-29,2024-05-31,Delivered,Cheque,8907.26,2,Business Supplies Co Coimbatore,Wholesale,Coimbatore,Tamil Nadu,Holographic Lamination Film - Roll-25in,Film,Roll-25in,75 micron,9.03,16.76,11.79,Vikram Rao,Central,457.59,2024-05
OI000913,O10305,P1061,21,13.3,0.027,271.76,C0109,E105,2025-09-27,2025-10-01,Delivered,Cheque,271.76,4,Local Print Corner Lucknow,Retail,Lucknow,Uttar Pradesh,PVC ID Card Laminate - ID Card,Pouch,ID Card,150 micron,7.04,13.3,9.47,Anita Desai,North,127.91,2025-09
OI000914,O10306,P1074,153,17.14,0.054,2480.81,C0017,E104,2025-06-07,2025-06-09,Delivered,Cheque,6218.97,2,MegaPrint Traders Bengaluru,Wholesale,Bengaluru,Karnataka,UV Protective Lamination Film - A3,Film,A3,250 micron,12.09,21.0,17.14,Vikram Rao,Central,730.93,2025-06
OI000915,O10306,P1049,188,12.54,0.051,2237.29,C0017,E104,2025-06-07,2025-06-09,Delivered,Cheque,6218.97,2,MegaPrint Traders Bengaluru,Wholesale,Bengaluru,Karnataka,Soft Touch Lamination Film - A4,Film,A4,150 micron,8.44,16.27,12.54,Vikram Rao,Central,731.49,2025-06
OI000916,O10306,P1022,102,5.13,0.006,520.12,C0017,E104,2025-06-07,2025-06-09,Delivered,Cheque,6218.97,2,MegaPrint Traders Bengaluru,Wholesale,Bengaluru,Karnataka,Matte Lamination Pouch - Letter,Pouch,Letter,75 micron,3.6,6.86,5.13,Vikram Rao,Central,155.12,2025-06
OI000917,O10306,P1069,162,6.14,0.014,980.75,C0017,E104,2025-06-07,2025-06-09,Delivered,Cheque,6218.97,2,MegaPrint Traders Bengaluru,Wholesale,Bengaluru,Karnataka,Anti-Scratch Lamination Sheet - A3,Sheet,A3,100 micron,4.13,8.65,6.14,Vikram Rao,Central,321.06,2025-06
OI000918,O10307,P1032,19,71.48,0.0,1358.12,C0105,E107,2025-02-23,2025-02-27,Delivered,UPI,3696.03,4,Easy ID Cards Kolkata,Retail,Kolkata,West Bengal,Thermal Lamination Roll - 36in,Roll,36in,250 micron,34.68,71.48,43.73,Divya Nair,East,699.2,2025-02
OI000919,O10307,P1036,15,67.58,0.026,987.34,C0105,E107,2025-02-23,2025-02-27,Delivered,UPI,3696.03,4,Easy ID Cards Kolkata,Retail,Kolkata,West Bengal,Cold Lamination Roll - 25in,Roll,25in,75 micron,37.22,67.58,49.26,Divya Nair,East,443.56,2025-02
OI000920,O10307,P1027,21,65.16,0.013,1350.57,C0105,E107,2025-02-23,2025-02-27,Delivered,UPI,3696.03,4,Easy ID Cards Kolkata,Retail,Kolkata,West Bengal,Thermal Lamination Roll - 25in,Roll,25in,75 micron,38.4,65.16,56.63,Divya Nair,East,554.65,2025-02
OI000921,O10308,P1049,19,16.27,0.0,309.13,C0052,E100,2024-12-06,2024-12-09,Delivered,UPI,602.61,3,School Supplies Shop Jaipur,Retail,Jaipur,Rajasthan,Soft Touch Lamination Film - A4,Film,A4,150 micron,8.44,16.27,12.54,Rahul Sharma,North,148.77,2024-12
OI000922,O10308,P1011,23,12.76,0.0,293.48,C0052,E100,2024-12-06,2024-12-09,Delivered,UPI,602.61,3,School Supplies Shop Jaipur,Retail,Jaipur,Rajasthan,Glossy Lamination Pouch - Letter,Pouch,Letter,250 micron,7.11,12.76,10.18,Rahul Sharma,North,129.95,2024-12
OI000923,O10309,P1022,8,6.86,0.0,54.88,C0102,E102,2025-02-06,2025-02-09,Delivered,UPI,480.43,3,Easy ID Cards Pune,Retail,Pune,Maharashtra,Matte Lamination Pouch - Letter,Pouch,Letter,75 micron,3.6,6.86,5.13,Aman Verma,East,26.08,2025-02
OI000924,O10309,P1074,7,21.0,0.0,147.0,C0102,E102,2025-02-06,2025-02-09,Delivered,UPI,480.43,3,Easy ID Cards Pune,Retail,Pune,Maharashtra,UV Protective Lamination Film - A3,Film,A3,250 micron,12.09,21.0,17.14,Aman Verma,East,62.37,2025-02
OI000925,O10309,P1008,15,18.57,0.0,278.55,C0102,E102,2025-02-06,2025-02-09,Delivered,UPI,480.43,3,Easy ID Cards Pune,Retail,Pune,Maharashtra,Glossy Lamination Pouch - A5,Pouch,A5,250 micron,8.52,18.57,11.94,Aman Verma,East,150.75,2025-02
OI000926,O10310,P1039,198,45.54,0.046,8602.14,C0006,E102,2024-05-04,2024-05-06,Delivered,UPI,25533.81,2,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Cold Lamination Roll - 27in,Roll,27in,150 micron,36.21,70.77,45.54,Aman Verma,East,1762.36,2024-05
OI000927,O10310,P1049,173,12.54,0.05,2060.95,C0006,E102,2024-05-04,2024-05-06,Delivered,UPI,25533.81,2,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Soft Touch Lamination Film - A4,Film,A4,150 micron,8.44,16.27,12.54,Aman Verma,East,673.83,2024-05
OI000928,O10310,P1032,169,43.73,0.077,6821.31,C0006,E102,2024-05-04,2024-05-06,Delivered,UPI,25533.81,2,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Thermal Lamination Roll - 36in,Roll,36in,250 micron,34.68,71.48,43.73,Aman Verma,East,1411.68,2024-05
OI000929,O10310,P1011,31,10.18,0.0,315.58,C0006,E102,2024-05-04,2024-05-06,Delivered,UPI,25533.81,2,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Glossy Lamination Pouch - Letter,Pouch,Letter,250 micron,7.11,12.76,10.18,Aman Verma,East,95.17,2024-05
OI000930,O10310,P1066,180,9.12,0.069,1528.33,C0006,E102,2024-05-04,2024-05-06,Delivered,UPI,25533.81,2,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Anti-Scratch Lamination Sheet - A4,Sheet,A4,125 micron,6.91,11.24,9.12,Aman Verma,East,370.35,2024-05
OI000931,O10310,P1025,161,39.29,0.019,6205.5,C0006,E102,2024-05-04,2024-05-06,Delivered,UPI,25533.81,2,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Thermal Lamination Roll - 12in,Roll,12in,150 micron,28.42,54.94,39.29,Aman Verma,East,1716.82,2024-05
OI000933,O10312,P1011,1,12.76,0.0,12.76,C0080,E106,2024-03-19,2024-03-20,Delivered,Cash,12.76,1,Smart Print Studio Coimbatore,Retail,Coimbatore,Tamil Nadu,Glossy Lamination Pouch - Letter,Pouch,Letter,250 micron,7.11,12.76,10.18,Karan Malhotra,South,5.65,2024-03
OI000934,O10313,P1029,77,27.21,0.041,2009.27,C0006,E100,2024-04-30,2024-05-04,Delivered,Cash,30741.37,4,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Thermal Lamination Roll - 27in,Roll,27in,75 micron,20.28,34.62,27.21,Rahul Sharma,North,511.73,2024-04
OI000935,O10313,P1032,196,43.73,0.066,8005.39,C0006,E100,2024-04-30,2024-05-04,Delivered,Cash,30741.37,4,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Thermal Lamination Roll - 36in,Roll,36in,250 micron,34.68,71.48,43.73,Rahul Sharma,North,1656.73,2024-04
OI000936,O10313,P1020,55,4.79,0.0,263.45,C0006,E100,2024-04-30,2024-05-04,Delivered,Cash,30741.37,4,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Matte Lamination Pouch - A5,Pouch,A5,250 micron,3.49,5.89,4.79,Rahul Sharma,North,71.5,2024-04
OI000937,O10313,P1052,66,21.28,0.0,1404.48,C0006,E100,2024-04-30,2024-05-04,Delivered,Cash,30741.37,4,ID Card Distributors Ahmedabad,Wholesale,Ahmedabad,Gujarat,Soft Touch Lamination Film - A3,Film,A3,250 micron,14.67,29.94,21.28,Rahul Sharma,North,436.26,2024-04
