order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI002862,O10948,P1046,10,8.64,0.0,86.4
OI002863,O10948,P1000,1,10.41,0.0,10.41
OI002864,O10949,P1018,15,8.68,0.0,130.2
OI002865,O10949,P1059,4,16.76,0.0,67.04
OI002866,O10950,P1027,10,65.16,0.008,646.39
OI002867,O10950,P1059,22,16.76,0.0,368.72
OI002868,O10951,P1072,13,9.65,0.043,120.06
OI002869,O10951,P1005,16,8.96,0.0,143.36
OI002870,O10952,P1052,15,29.94,0.032,434.73
OI002871,O10953,P1022,23,6.86,0.0,157.78
OI002872,O10953,P1072,24,9.65,0.0,231.6
OI002873,O10953,P1042,17,15.17,0.012,254.8
OI002874,O10954,P1036,1,67.58,0.0,67.58
OI002875,O10954,P1022,21,6.86,0.0,144.06
OI002876,O10955,P1061,23,13.3,0.0,305.9
OI002877,O10956,P1049,137,12.54,0.03,1666.44
OI002878,O10956,P1055,118,9.97,0.09,1070.58
OI002879,O10956,P1044,75,6.11,0.0,458.25
OI002880,O10956,P1034,59,67.45,0.0,3979.55
OI002881,O10956,P1069,175,6.14,0.061,1008.96
OI002882,O10956,P1018,45,5.96,0.0,268.2
OI002883,O10956,P1052,132,21.28,0.063,2632.0
OI002884,O10956,P1072,188,7.61,0.091,1300.49
OI002885,O10957,P1005,22,8.96,0.044,188.45
OI002886,O10958,P1036,91,49.26,0.0,4482.66
OI002887,O10958,P1000,161,7.4,0.072,1105.62
OI002888,O10958,P1039,103,45.54,0.005,4667.17
OI002889,O10958,P1002,42,3.79,0.0,159.18
OI002890,O10958,P1066,70,9.12,0.0,638.4
OI002891,O10958,P1016,81,5.44,0.002,439.76
OI002892,O10959,P1032,9,71.48,0.0,643.32
OI002893,O10959,P1057,1,27.97,0.009,27.72
OI002894,O10959,P1036,13,67.58,0.0,878.54
OI002895,O10960,P1066,16,11.24,0.0,179.84
OI002896,O10961,P1002,14,4.14,0.0,57.96
OI002897,O10961,P1022,5,6.86,0.0,34.3
OI002898,O10962,P1042,15,15.17,0.0,227.55
OI002899,O10962,P1069,22,8.65,0.024,185.73
OI002900,O10962,P1020,1,5.89,0.0,5.89
OI002901,O10963,P1072,21,9.65,0.0,202.65
OI002902,O10964,P1049,21,16.27,0.0,341.67
OI002903,O10965,P1022,17,6.86,0.0,116.62
OI002904,O10965,P1077,22,24.27,0.0,533.94
OI002905,O10966,P1057,4,27.97,0.0,111.88
OI002906,O10966,P1039,16,70.77,0.0,1132.32
OI002907,O10966,P1044,12,8.99,0.0,107.88
OI002908,O10967,P1036,8,67.58,0.0,540.64
OI002909,O10967,P1044,11,8.99,0.0,98.89
OI002910,O10967,P1059,17,16.76,0.0,284.92
OI002911,O10968,P1011,16,12.76,0.0,204.16
OI002912,O10969,P1016,75,5.44,0.0,408.0
OI002913,O10969,P1034,58,67.45,0.0,3912.1
OI002914,O10969,P1077,72,17.4,0.021,1226.49
OI002915,O10969,P1046,142,6.1,0.022,847.14
OI002916,O10970,P1032,70,43.73,0.0,3061.1
OI002917,O10970,P1074,182,17.14,0.087,2848.09
OI002918,O10970,P1034,116,67.45,0.005,7785.08
OI002919,O10970,P1059,139,11.79,0.02,1606.03
OI002920,O10970,P1072,120,7.61,0.081,839.23
OI002921,O10970,P1044,68,6.11,0.0,415.48
OI002922,O10970,P1016,27,5.44,0.0,146.88
OI002923,O10970,P1052,147,21.28,0.034,3021.8
OI002924,O10971,P1036,13,67.58,0.006,873.27
OI002925,O10972,P1077,24,24.27,0.043,557.43
OI002926,O10973,P1014,7,6.52,0.0,45.64
OI002927,O10974,P1025,124,39.29,0.044,4657.59
OI002928,O10974,P1061,187,9.47,0.026,1724.85
OI002929,O10974,P1074,177,17.14,0.006,3015.58
OI002930,O10974,P1046,154,6.1,0.032,909.34
OI002931,O10974,P1063,140,9.62,0.012,1330.64
OI002932,O10974,P1014,115,5.08,0.003,582.45
OI002933,O10974,P1072,29,7.61,0.0,220.69
OI002934,O10975,P1022,11,6.86,0.028,73.35
OI002935,O10976,P1018,2,8.68,0.0,17.36
OI002936,O10977,P1042,5,15.17,0.0,75.85
OI002937,O10977,P1002,9,4.14,0.0,37.26
OI002938,O10978,P1011,21,12.76,0.0,267.96
OI002939,O10978,P1042,13,15.17,0.0,197.21
OI002940,O10979,P1061,10,13.3,0.047,126.75
OI002941,O10980,P1027,19,65.16,0.0,1238.04
OI002942,O10980,P1000,10,10.41,0.0,104.1
OI002943,O10981,P1032,16,71.48,0.0,1143.68
OI002944,O10981,P1061,2,13.3,0.0,26.6
OI002945,O10981,P1036,22,67.58,0.0,1486.76
OI002946,O10982,P1052,13,29.94,0.0,389.22
OI002947,O10982,P1044,18,8.99,0.0,161.82
OI002948,O10982,P1046,3,8.64,0.0,25.92
OI002949,O10983,P1059,13,16.76,0.0,217.88
OI002950,O10984,P1049,188,12.54,0.01,2333.94
OI002951,O10984,P1052,185,21.28,0.085,3602.17
OI002952,O10984,P1034,171,67.45,0.084,10565.1
OI002953,O10984,P1072,-130,7.61,0.056,933.9
OI002954,O10984,P1036,56,49.26,0.047,2628.91
OI002955,O10984,P1008,188,11.94,0.021,2197.58
OI002956,O10984,P1018,51,5.96,0.0,303.96
OI002957,O10984,P1061,90,9.47,0.0,852.3
OI002958,O10985,P1063,21,13.29,0.0,279.09
OI002959,O10985,P1025,13,54.94,0.021,699.22
OI002960,O10986,P1008,14,18.57,0.0,259.98
OI002961,O10986,P1005,9,8.96,0.0,80.64
OI002962,O10986,P1044,2,8.99,0.0,17.98
OI002963,O10987,P1049,104,12.54,0.03,1265.04
OI002964,O10987,P1018,62,5.96,0.044,353.26
OI002965,O10987,P1077,182,17.4,0.047,3017.96
OI002966,O10987,P1046,38,6.1,0.0,231.8
OI002967,O10987,P1074,198,17.14,0.045,3241.0
OI002968,O10987,P1044,48,6.11,0.0,293.28
OI002969,O10987,P1036,84,49.26,0.0,4137.84
OI002970,O10988,P1072,6,9.65,0.0,57.9
OI002971,O10989,P1074,134,17.14,0.045,2193.41
OI002972,O10989,P1055,136,9.97,0.01,1342.36
OI002973,O10989,P1014,39,5.08,0.033,191.58
OI002974,O10989,P1049,114,12.54,0.033,1382.38
OI002975,O10989,P1057,114,19.51,0.026,2166.31
OI002976,O10989,P1029,164,27.21,0.082,4096.52
OI002977,O10990,P1000,162,7.4,0.017,1178.42
OI002978,O10990,P1049,169,12.54,0.074,1962.43
OI002979,O10990,P1014,122,5.08,0.051,588.15
OI002980,O10991,P1057,72,19.51,0.034,1356.96
OI002981,O10991,P1042,118,10.33,0.075,1127.52
OI002982,O10991,P1059,111,11.79,0.066,1222.32
OI002983,O10991,P1027,132,56.63,0.064,6996.75
OI002984,O10991,P1014,84,5.08,0.0,426.72
OI002985,O10991,P1063,193,9.62,0.055,1754.54
OI002986,O10992,P1057,15,27.97,0.0,419.55
OI002987,O10992,P1072,20,9.65,0.016,189.91
OI002988,O10992,P1011,12,12.76,0.0,153.12
OI002989,O10993,P1032,12,71.48,0.0,857.76
OI002990,O10994,P1052,8,29.94,0.0,239.52
OI002991,O10994,P1046,14,8.64,0.0,120.96
OI002992,O10995,P1020,91,4.79,0.029,423.25
OI002993,O10995,P1032,177,43.73,0.089,7051.33
OI002994,O10995,P1002,79,3.79,0.0,299.41
OI002995,O10995,P1044,71,6.11,0.0,433.81
OI002996,O10995,P1072,100,7.61,0.02,745.78
OI002997,O10995,P1036,64,49.26,0.026,3070.67
OI002998,O10995,P1057,76,19.51,0.0,1482.76
OI002999,O10995,P1063,27,9.62,0.0,259.74
OI003000,O10996,P1016,12,6.93,0.0,83.16
OI003001,O10997,P1042,7,15.17,0.0,106.19
OI003002,O10997,P1063,15,13.29,0.0,199.35
OI003003,O10997,P1072,21,9.65,0.0,202.65
OI003004,O10998,P1005,4,8.96,0.0,35.84
OI003005,O10998,P1055,14,15.82,0.0,221.48
OI003006,O10998,P1016,19,6.93,0.0,131.67
OI003007,O10999,P1002,149,3.79,0.008,560.19
OI003008,O10999,P1069,48,6.14,0.0,294.72
OI003009,O10999,P1029,41,27.21,0.0,1115.61
OI003010,O11000,P1016,148,5.44,0.049,765.67
OI003011,O11000,P1011,31,10.18,0.0,315.58
OI003012,O11000,P1059,37,11.79,0.016,429.25
OI003013,O11000,P1034,186,67.45,0.073,11629.86
OI003014,O11000,P1055,180,9.97,0.01,1776.65
OI003015,O11000,P1046,107,6.1,0.003,650.74
OI003016,O11000,P1072,199,7.61,0.041,1452.3
OI003017,O11000,P1039,155,45.54,0.022,6903.41
OI003018,O11001,P1077,23,24.27,0.0,558.21
OI003019,O11002,P1049,67,12.54,0.0,840.18
OI003020,O11002,P1025,144,39.29,0.059,5323.95
OI003021,O11002,P1022,196,5.13,0.066,939.12
OI003022,O11002,P1011,154,10.18,0.064,1467.39
OI003023,O11002,P1036,41,49.26,0.028,1963.11
OI003024,O11002,P1039,42,45.54,0.038,1840.0
OI003025,O11002,P1055,81,9.97,0.0,807.57
OI003026,O11003,P1005,5,8.96,0.041,42.96
OI003027,O11003,P1039,20,70.77,0.0,1415.4
OI003028,O11004,P1027,16,65.16,0.008,1034.22
OI003029,O11004,P1049,24,16.27,0.0,390.48
OI003030,O11005,P1005,23,8.96,0.0,206.08
OI003031,O11005,P1016,4,6.93,0.0,27.72
OI003032,O11005,P1018,5,8.68,0.0,43.4
OI003033,O11006,P1059,21,16.76,0.015,346.68
OI003034,O11006,P1020,13,5.89,0.015,75.42
OI003035,O11006,P1049,5,16.27,0.0,81.35
OI003036,O11007,P1014,97,5.08,0.0,492.76
OI003037,O11007,P1042,142,10.33,0.021,1436.06
OI003038,O11007,P1022,199,5.13,0.052,967.78
OI003039,O11008,P1005,23,8.17,0.0,187.91
OI003040,O11008,P1027,186,56.63,0.082,9669.46
OI003041,O11008,P1049,35,12.54,0.0,438.9
OI003042,O11008,P1016,157,5.44,0.062,801.13
OI003043,O11008,P1055,180,9.97,0.095,1624.11
OI003044,O11008,P1077,63,17.4,0.033,1060.03
OI003045,O11009,P1032,9,71.48,0.0,643.32
OI003046,O11009,P1063,20,13.29,0.0,265.8
OI003047,O11009,P1059,18,16.76,0.0,301.68
OI003048,O11010,P1034,191,67.45,0.091,11710.6
OI003049,O11010,P1020,87,4.79,0.0,416.73
OI003050,O11010,P1011,68,10.18,0.0,692.24
OI003051,O11010,P1077,40,17.4,0.0,696.0
OI003052,O11010,P1039,157,45.54,0.069,6656.45
OI003053,O11010,P1072,168,7.61,0.033,1236.29
OI003054,O11010,P1055,78,9.97,0.014,766.77
OI003055,O11010,P1036,82,49.26,0.0,4039.32
OI003056,O11011,P1025,79,39.29,0.013,3063.56
OI003057,O11011,P1074,117,17.14,0.021,1963.27
OI003058,O11011,P1063,-132,9.62,0.013,1253.33
OI003059,O11011,P1077,33,17.4,0.0,574.2
OI003060,O11011,P1044,133,6.11,0.01,804.5
OI003061,O11012,P1014,24,6.52,0.0,156.48
OI003062,O11012,P1000,4,10.41,0.0,41.64
OI003063,O11012,P1036,4,67.58,0.0,270.32
OI003064,O11013,P1061,22,13.3,0.0,292.6
OI003065,O11014,P1055,3,15.82,0.02,46.51
OI003066,O11014,P1049,4,16.27,0.0,65.08
OI003067,O11015,P1074,21,21.0,0.039,423.8
OI003068,O11015,P1000,3,10.41,0.023,30.51
OI003069,O11016,P1057,8,27.97,0.0,223.76
OI003070,O11016,P1018,21,8.68,0.0,182.28
OI003071,O11017,P1066,136,9.12,0.097,1120.01
OI003072,O11017,P1022,120,5.13,0.045,587.9
OI003073,O11017,P1069,136,6.14,0.081,767.4
OI003074,O11017,P1046,144,6.1,0.058,827.45
OI003075,O11017,P1018,75,5.96,0.0,447.0
OI003076,O11017,P1036,161,49.26,0.015,7811.9
OI003077,O11017,P1063,47,9.62,0.0,452.14
OI003078,O11017,P1008,95,11.94,0.0,1134.3
OI003079,O11018,P1008,6,18.57,0.0,111.42
OI003080,O11019,P1036,15,67.58,0.0,1013.7
OI003081,O11020,P1044,20,8.99,0.0,179.8
OI003082,O11021,P1063,8,13.29,0.01,105.26
OI003083,O11021,P1072,16,9.65,0.0,154.4
OI003084,O11021,P1027,7,65.16,0.0,456.12
OI003085,O11022,P1046,5,8.64,0.0,43.2
OI003086,O11023,P1029,158,27.21,0.034,4153.01
OI003087,O11023,P1074,124,17.14,0.079,1957.46
OI003088,O11023,P1016,143,5.44,0.077,718.02
OI003089,O11023,P1039,25,45.54,0.0,1138.5
OI003090,O11023,P1069,62,6.14,0.0,380.68
OI003091,O11023,P1061,32,9.47,0.0,303.04
OI003092,O11023,P1057,181,19.51,0.004,3517.18
OI003093,O11024,P1005,17,8.96,0.0,152.32
OI003094,O11025,P1077,17,24.27,0.0,412.59
OI003095,O11025,P1002,3,4.14,0.036,11.97
OI003096,O11026,P1039,34,45.54,0.0,1548.36
OI003097,O11026,P1072,179,7.61,0.057,1284.55
OI003098,O11026,P1049,127,12.54,0.069,1482.69
OI003099,O11026,P1002,183,3.79,0.096,626.99
OI003100,O11026,P1020,195,4.79,0.093,847.18
OI003101,O11026,P1005,81,8.17,0.0,661.77
OI003102,O11026,P1057,75,19.51,0.0,1463.25
OI003103,O11027,P1046,106,6.1,0.02,633.67
OI003104,O11027,P1011,102,10.18,0.058,978.14
OI003105,O11027,P1016,149,5.44,0.087,740.04
OI003106,O11028,P1027,3,65.16,0.026,190.4
OI003107,O11028,P1018,1,8.68,0.0,8.68
OI003108,O11028,P1077,4,24.27,0.04,93.2
OI003109,O11029,P1020,106,4.79,0.05,482.35
OI003110,O11029,P1055,178,9.97,0.058,1671.73
OI003111,O11029,P1011,131,10.18,0.001,1332.25
OI003112,O11029,P1059,155,11.79,0.084,1673.94
OI003113,O11029,P1052,181,21.28,0.031,3732.28
OI003114,O11029,P1044,137,6.11,0.094,758.39
OI003115,O11029,P1000,182,7.4,0.022,1317.17
OI003116,O11029,P1049,85,12.54,0.0,1065.9
OI003117,O11030,P1072,68,7.61,0.0,517.48
OI003118,O11030,P1008,188,11.94,0.039,2157.18
OI003119,O11030,P1059,128,11.79,0.099,1359.72
OI003120,O11030,P1025,87,39.29,0.0,3418.23
OI003121,O11030,P1044,63,6.11,0.0,384.93
OI003122,O11030,P1052,55,21.28,0.0,1170.4
OI003123,O11030,P1011,63,10.18,0.016,631.08
OI003124,O11031,P1002,7,4.14,0.039,27.85
OI003125,O11031,P1042,8,15.17,0.0,121.36
OI003126,O11032,P1020,30,4.79,0.0,143.7
OI003127,O11032,P1074,27,17.14,0.0,462.78
OI003128,O11032,P1077,146,17.4,0.047,2421.0
OI003129,O11032,P1008,24,11.94,0.013,282.83
OI003130,O11032,P1049,77,12.54,0.049,918.27
OI003131,O11032,P1025,48,39.29,0.0,1885.92
OI003132,O11032,P1061,26,9.47,0.0,246.22
OI003133,O11032,P1066,115,9.12,0.001,1047.75
OI003134,O11033,P1059,10,16.76,0.0,167.6
OI003135,O11034,P1011,1,12.76,0.0,12.76
OI003136,O11034,P1077,5,24.27,0.0,121.35
OI003137,O11034,P1022,5,6.86,0.0,34.3
OI003138,O11035,P1027,22,65.16,0.0,1433.52
OI003139,O11035,P1057,9,27.97,0.0,251.73
OI003140,O11036,P1074,16,21.0,0.0,336.0
OI003141,O11037,P1066,12,11.24,0.0,134.88
OI003142,O11037,P1063,20,13.29,0.0,265.8
OI003143,O11037,P1022,9,6.86,0.0,61.74
OI003144,O11038,P1020,11,5.89,0.0,64.79
OI003145,O11038,P1044,21,8.99,0.016,185.77
OI003146,O11039,P1074,19,21.0,0.0,399.0
OI003147,O11040,P1052,153,21.28,0.094,2949.79
OI003148,O11040,P1042,193,10.33,0.024,1945.84
OI003149,O11040,P1000,50,7.4,0.0,370.0
OI003150,O11040,P1022,71,5.13,0.036,351.12
OI003151,O11041,P1036,12,67.58,0.0,810.96
OI003152,O11041,P1034,23,107.1,0.016,2423.89
OI003153,O11042,P1059,1,16.76,0.0,16.76
OI003154,O11042,P1014,4,6.52,0.0,26.08
OI003155,O11042,P1034,1,107.1,0.0,107.1
OI003156,O11043,P1074,189,17.14,0.08,2980.3
OI003157,O11043,P1025,107,39.29,0.026,4094.73
OI003158,O11043,P1027,195,56.63,0.089,10060.04
OI003159,O11043,P1069,43,6.14,0.03,256.1
OI003160,O11044,P1066,23,11.24,0.0,258.52
OI003161,O11044,P1020,19,5.89,0.0,111.91
OI003162,O11044,P1042,6,15.17,0.0,91.02
OI003163,O11045,P1046,2,8.64,0.04,16.59
OI003164,O11045,P1027,1,65.16,0.0,65.16
OI003165,O11046,P1005,174,8.17,0.073,1317.8
OI003166,O11046,P1049,137,12.54,0.078,1583.98
OI003167,O11046,P1063,162,9.62,0.021,1525.71
OI003168,O11046,P1000,171,7.4,0.05,1202.13
OI003169,O11046,P1027,81,56.63,0.0,4587.03
OI003170,O11046,P1039,39,45.54,0.0,1776.06
OI003171,O11046,P1025,54,39.29,0.0,2121.66
OI003172,O11047,P1002,13,4.14,0.0,53.82
OI003173,O11047,P1020,18,5.89,0.042,101.57
OI003174,O11048,P1069,67,6.14,0.0,411.38
OI003175,O11048,P1057,68,19.51,0.021,1298.82
OI003176,O11048,P1063,82,9.62,0.0,788.84
OI003177,O11049,P1049,1,16.27,0.0,16.27
OI003178,O11049,P1072,5,9.65,0.0,48.25
OI003179,O11049,P1034,23,107.1,0.0,2463.3
OI003180,O11050,P1000,11,10.41,0.0,114.51
OI003181,O11050,P1061,13,13.3,0.0,172.9
OI003182,O11051,P1069,51,6.14,0.0,313.14
OI003183,O11051,P1044,137,6.11,0.076,773.45
OI003184,O11051,P1005,137,8.17,0.001,1118.17
OI003185,O11051,P1072,147,7.61,0.065,1045.96
OI003186,O11051,P1025,57,39.29,0.0,2239.53
OI003187,O11051,P1022,170,5.13,0.065,815.41
OI003188,O11051,P1066,177,9.12,0.043,1544.83
OI003189,O11051,P1000,89,7.4,0.0,658.6
OI003190,O11052,P1039,2,70.77,0.0,141.54
OI003191,O11053,P1063,19,13.29,0.0,252.51
OI003192,O11053,P1039,17,70.77,0.0,1203.09
OI003193,O11054,P1016,199,5.44,0.097,977.55
OI003194,O11054,P1046,159,6.1,0.061,910.74
OI003195,O11054,P1018,27,5.96,0.0,160.92
OI003196,O11054,P1069,38,6.14,0.014,230.05
OI003197,O11054,P1057,140,19.51,0.069,2542.93
OI003198,O11054,P1061,50,9.47,0.0,473.5
OI003199,O11054,P1074,159,17.14,0.058,2567.19
OI003200,O11055,P1020,128,4.79,0.048,583.69
OI003201,O11055,P1063,123,9.62,0.013,1167.88
OI003202,O11055,P1027,43,56.63,0.0,2435.09
OI003203,O11056,P1049,11,16.27,0.0,178.97
OI003204,O11056,P1061,11,13.3,0.0,146.3
OI003205,O11056,P1063,11,13.29,0.0,146.19
OI003206,O11057,P1052,10,29.94,0.0,299.4
OI003207,O11058,P1002,7,4.14,0.0,28.98
OI003208,O11059,P1069,24,8.65,0.0,207.6
OI003209,O11060,P1057,188,19.51,0.085,3356.11
OI003210,O11060,P1014,51,5.08,0.0,259.08
OI003211,O11060,P1036,163,49.26,0.016,7900.91
OI003212,O11060,P1044,61,6.11,0.0,372.71
OI003213,O11061,P1034,7,107.1,0.0,749.7
OI003214,O11061,P1077,7,24.27,0.0,169.89
OI003215,O11062,P1059,3,16.76,0.0,50.28
OI003216,O11063,P1066,8,11.24,0.0,89.92
OI003217,O11063,P1044,16,8.99,0.0,143.84
OI003218,O11064,P1016,5,6.93,0.0,34.65
OI003219,O11064,P1077,7,24.27,0.0,169.89
OI003220,O11065,P1069,3,8.65,0.0,25.95
OI003221,O11065,P1014,4,6.52,0.005,25.95
OI003222,O11065,P1077,17,24.27,0.0,412.59
OI003223,O11066,P1072,106,7.61,0.039,775.2
OI003224,O11066,P1066,154,9.12,0.062,1317.4
OI003225,O11066,P1034,71,67.45,0.037,4611.76
OI003226,O11066,P1049,108,12.54,0.008,1343.49
OI003227,O11067,P1063,21,13.29,0.0,279.09
OI003228,O11068,P1046,5,8.64,0.0,43.2
OI003229,O11069,P1061,22,13.3,0.0,292.6
OI003230,O11069,P1029,23,34.62,0.0,796.26
OI003231,O11069,P1000,19,10.41,0.0,197.79
OI003232,O11070,P1077,5,24.27,0.039,116.62
OI003233,O11070,P1055,20,15.82,0.0,316.4
OI003234,O11070,P1069,11,8.65,0.006,94.58
OI003235,O11071,P1066,7,11.24,0.0,78.68
OI003236,O11071,P1008,21,18.57,0.0,389.97
OI003237,O11071,P1072,22,9.65,0.044,202.96
OI003238,O11072,P1044,19,8.99,0.0,170.81
OI003239,O11073,P1063,23,13.29,0.0,305.67
OI003240,O11073,P1066,17,11.24,0.039,183.63
OI003241,O11073,P1072,16,9.65,0.0,154.4
OI003242,O11074,P1011,5,12.76,0.033,61.69
OI003243,O11074,P1069,10,8.65,0.0,86.5
OI003244,O11075,P1027,8,65.16,0.0,521.28
OI003245,O11076,P1072,77,7.61,0.0,585.97
OI003246,O11076,P1055,157,9.97,0.08,1440.07
OI003247,O11076,P1052,77,21.28,0.0,1638.56
OI003248,O11076,P1032,24,43.73,0.0,1049.52
OI003249,O11076,P1011,167,10.18,0.013,1677.96
OI003250,O11076,P1005,86,8.17,0.029,682.24
OI003251,O11076,P1014,194,5.08,0.001,984.53
OI003252,O11076,P1008,191,11.94,0.036,2198.44
OI003253,O11077,P1044,9,8.99,0.012,79.94
OI003254,O11077,P1042,16,15.17,0.0,242.72
OI003255,O11077,P1052,22,29.94,0.0,658.68
OI003256,O11078,P1042,11,15.17,0.0,166.87
OI003257,O11078,P1011,9,12.76,0.0,114.84
OI003258,O11078,P1025,24,54.94,0.025,1285.6
OI003259,O11079,P1063,20,13.29,0.0,265.8
OI003260,O11080,P1036,17,67.58,0.0,1148.86
OI003261,O11080,P1055,10,15.82,0.0,158.2
OI003262,O11080,P1005,6,8.96,0.0,53.76
OI003263,O11081,P1042,39,10.33,0.0,402.87
OI003264,O11081,P1018,169,5.96,0.083,923.64
OI003265,O11081,P1011,79,10.18,0.0,804.22
OI003266,O11082,P1029,3,34.62,0.0,103.86
OI003267,O11083,P1074,12,21.0,0.034,243.43
OI003268,O11083,P1077,3,24.27,0.0,72.81
OI003269,O11084,P1016,22,6.93,0.0,152.46
OI003270,O11084,P1055,24,15.82,0.0,379.68
OI003271,O11084,P1069,4,8.65,0.002,34.53
OI003272,O11085,P1032,10,71.48,0.0,714.8
OI003273,O11085,P1016,19,6.93,0.0,131.67
OI003274,O11086,P1066,9,11.24,0.0,101.16
OI003275,O11086,P1014,5,6.52,0.0,32.6
OI003276,O11086,P1063,4,13.29,0.003,53.0
OI003277,O11087,P1042,19,15.17,0.007,286.21
OI003278,O11087,P1052,23,29.94,0.0,688.62
OI003279,O11088,P1061,16,13.3,0.0,212.8
OI003280,O11088,P1049,20,16.27,0.0,325.4
OI003281,O11088,P1029,14,34.62,0.0,484.68
OI003282,O11089,P1034,22,107.1,0.0,2356.2
OI003283,O11089,P1025,3,54.94,0.0,164.82
OI003284,O11089,P1002,5,4.14,0.0,20.7
OI003285,O11090,P1014,183,5.08,0.095,841.32
OI003286,O11090,P1005,140,8.17,0.099,1030.56
OI003287,O11090,P1016,178,5.44,0.092,879.23
OI003288,O11091,P1034,17,107.1,0.0,1820.7
OI003289,O11091,P1049,8,16.27,0.0,130.16
OI003290,O11092,P1057,22,27.97,0.0,615.34
OI003291,O11093,P1018,18,8.68,0.04,149.99
OI003292,O11094,P1027,192,56.63,0.037,10470.66
OI003293,O11094,P1005,167,8.17,0.057,1286.62
OI003294,O11094,P1008,169,11.94,0.001,2015.84
OI003295,O11094,P1077,47,17.4,0.0,817.8
OI003296,O11094,P1002,141,3.79,0.02,523.7
OI003297,O11094,P1014,100,5.08,0.043,486.16
OI003298,O11094,P1016,97,5.44,0.0,527.68
OI003299,O11094,P1063,170,9.62,0.025,1594.51
OI003300,O11095,P1008,1,18.57,0.0,18.57
OI003301,O11095,P1022,19,6.86,0.0,130.34
OI003302,O11095,P1074,14,21.0,0.0,294.0
OI003303,O11096,P1020,22,5.89,0.0,129.58
OI003304,O11096,P1022,13,6.86,0.04,85.61
OI003305,O11097,P1034,3,107.1,0.0,321.3
OI003306,O11097,P1016,2,6.93,0.0,13.86
OI003307,O11098,P1018,19,8.68,0.0,164.92
OI003308,O11099,P1044,90,6.11,0.039,528.45
OI003309,O11099,P1027,52,56.63,0.0,2944.76
OI003310,O11099,P1059,70,11.79,0.0,825.3
OI003311,O11099,P1034,106,67.45,0.034,6906.61
OI003312,O11099,P1018,25,5.96,0.018,146.32
OI003313,O11099,P1011,109,10.18,0.025,1081.88
OI003314,O11099,P1046,40,6.1,0.0,244.0
OI003315,O11099,P1057,167,19.51,0.009,3228.85
OI003316,O11100,P1014,10,6.52,0.0,65.2
OI003317,O11101,P1039,6,70.77,0.021,415.7
OI003318,O11101,P1052,22,29.94,0.0,658.68
OI003319,O11101,P1061,24,13.3,0.021,312.5
OI003320,O11102,P1025,164,39.29,0.06,6056.95
OI003321,O11102,P1063,161,9.62,0.013,1528.69
OI003322,O11102,P1042,37,10.33,0.0,382.21
OI003323,O11102,P1018,186,5.96,0.008,1099.69
OI003324,O11103,P1042,170,10.33,0.07,1633.17
OI003325,O11103,P1036,36,49.26,0.0,1773.36
OI003326,O11103,P1046,21,6.1,0.0,128.1
OI003327,O11103,P1044,104,6.11,0.033,614.47
OI003328,O11104,P1052,99,21.28,0.0,2106.72
OI003329,O11104,P1020,176,4.79,0.097,761.27
OI003330,O11104,P1022,97,5.13,0.0,497.61
OI003331,O11104,P1016,21,5.44,0.0,114.24
OI003332,O11104,P1002,130,3.79,0.017,484.32
OI003333,O11105,P1063,7,13.29,0.0,93.03
OI003334,O11105,P1034,21,107.1,0.0,2249.1
OI003335,O11106,P1063,11,13.29,0.046,139.47
OI003336,O11107,P1016,121,5.44,0.032,637.18
OI003337,O11107,P1039,38,45.54,0.0,1730.52
OI003338,O11107,P1000,198,7.4,0.079,1349.45
OI003339,O11107,P1036,78,49.26,0.019,3769.28
OI003340,O11107,P1029,142,27.21,0.052,3662.9
OI003341,O11107,P1018,75,5.96,0.0,447.0
OI003342,O11107,P1044,58,6.11,0.0,354.38
OI003343,O11107,P1008,63,11.94,0.0,752.22
OI003344,O11108,P1046,174,6.1,0.1,955.26
OI003345,O11108,P1055,24,9.97,0.014,235.93
OI003346,O11108,P1069,109,6.14,0.092,607.69
OI003347,O11109,P1069,5,8.65,0.0,43.25
OI003348,O11109,P1016,22,6.93,0.0,152.46
OI003349,O11109,P1063,18,13.29,0.0,239.22
OI003350,O11110,P1022,19,6.86,0.0,130.34
OI003351,O11110,P1025,15,54.94,0.037,793.61
OI003352,O11110,P1020,6,5.89,0.0,35.34
OI003353,O11111,P1044,16,8.99,0.0,143.84
OI003354,O11111,P1069,18,8.65,0.03,151.03
OI003355,O11112,P1036,57,49.26,0.0,2807.82
OI003356,O11112,P1061,45,9.47,0.0,426.15
OI003357,O11112,P1032,84,43.73,0.0,3673.32
OI003358,O11112,P1055,80,9.97,0.026,776.86
OI003359,O11112,P1029,51,27.21,0.038,1334.98
OI003360,O11112,P1066,175,9.12,0.027,1552.91
OI003361,O11113,P1000,5,10.41,0.0,52.05
OI003362,O11113,P1063,4,13.29,0.0,53.16
OI003363,O11114,P1069,17,8.65,0.0,147.05
OI003364,O11114,P1011,12,12.76,0.0,153.12
OI003365,O11115,P1008,6,18.57,0.0,111.42
OI003366,O11115,P1014,7,6.52,0.0,45.64
OI003367,O11115,P1000,19,10.41,0.0,197.79
OI003368,O11116,P1014,121,5.08,0.003,612.84
OI003369,O11116,P1016,77,5.44,0.0,418.88
OI003370,O11116,P1018,175,5.96,0.032,1009.62
OI003371,O11116,P1027,91,56.63,0.0,5153.33
OI003372,O11117,P1022,69,5.13,0.0,353.97
